Country,Rating,Date,Version,Username,Title,Content,Combined,Sentiment
US,1,2025-01-05,1.0.9,tsipples3,Took me a week to hate it,"It is every bit fun as it is in real life, until you get to the actually difficult challenges, which unfortunately you can predict exactly what’s going to happen to help you lose the battle and not win the challenge because it’s blatantly obvious programming bias like they used to do in the old nintendo games where you’re demolishing a level but an NPC is somehow now demolishing you. It’s unfortunate it’s programmed that way but, yeah it’s a lot of fun up until that point.

EDIT: After playing longer, the algorithmic bias is more than I initially thought, it’s actually pretty awful, and pervasive in all kinds of battles, the game will actively give you the worst perceivable hand in an effort to get you to lose, dropped down to two stars simply for bad gameplay.

EDIT #2: Took me all of 48 hours to hit the wall of playability - abysmal match making, intentionally terrible odds in matches depending on importance, another trash game masquerading as nostalgia bait. One star.","Took me a week to hate itIt is every bit fun as it is in real life, until you get to the actually difficult challenges, which unfortunately you can predict exactly what’s going to happen to help you lose the battle and not win the challenge because it’s blatantly obvious programming bias like they used to do in the old nintendo games where you’re demolishing a level but an NPC is somehow now demolishing you. It’s unfortunate it’s programmed that way but, yeah it’s a lot of fun up until that point.

EDIT: After playing longer, the algorithmic bias is more than I initially thought, it’s actually pretty awful, and pervasive in all kinds of battles, the game will actively give you the worst perceivable hand in an effort to get you to lose, dropped down to two stars simply for bad gameplay.

EDIT #2: Took me all of 48 hours to hit the wall of playability - abysmal match making, intentionally terrible odds in matches depending on importance, another trash game masquerading as nostalgia bait. One star.",Negative
US,1,2025-01-05,1.0.9,Neenja_LOL,No trading,Pokemon (TGC) but you can’t trade.,No tradingPokemon (TGC) but you can’t trade.,Neutral
US,4,2025-01-04,1.0.9,Man name man,Is it Uguba,It is indeed Uguba,Is it UgubaIt is indeed Uguba,Neutral
US,3,2025-01-04,1.0.9,MattKorman,Game is fun but almost 100% rigged,"I enjoy the game opening packs getting new cards creating decks and battling with them, but everytime I need to flip heads I don’t get it. Yesterday with a celebi I had 14 flips and hit heads twice. Use my wigglytuff to put them to sleep they just need to flip tails, and proceed to flip heads 4 straight times. I played 7 battles yesterday and went 3 for 31 on flips. I only got heads 3 times out of 31 flips and it’s been like this consistently. One of my other battles person(ai) gets heads 6 times in a row and I’m getting once every 10 flips??? Has to be messed up settings.","Game is fun but almost 100% riggedI enjoy the game opening packs getting new cards creating decks and battling with them, but everytime I need to flip heads I don’t get it. Yesterday with a celebi I had 14 flips and hit heads twice. Use my wigglytuff to put them to sleep they just need to flip tails, and proceed to flip heads 4 straight times. I played 7 battles yesterday and went 3 for 31 on flips. I only got heads 3 times out of 31 flips and it’s been like this consistently. One of my other battles person(ai) gets heads 6 times in a row and I’m getting once every 10 flips??? Has to be messed up settings.",Neutral
US,3,2025-01-04,1.0.9,ChrisOutfield,Too greedy for their own but so close,"They’re deff greedy on this one and focused on pooling in the cash, which they’re doing successfully. But if they don’t start adding the cards that are missing which is a MASSIVE amount, just include some new boosters with new cards every month or three ya know? And randomly generated energy is kinda weird, og game technically had it that way, but the RNG used for it seems off. The WORST part is the coin flipping. I know it might take a bit longer but I swear the scales are tipped based off your FIRST flip of any coin. So a rails will lead with more tails and a head will lead with more heads vice versa. Could just let us flip our own coins and only automate it if it’s over two or three coins? Would be better just sayin🤷
But it’s a fantastic quick pick up and play version of Pokémon, and so far has been suitable as long as they keep their promise of adding trading this month &amp; don’t make it where we have to PAY to do it, which I’m sure they’ll implement a system but I PRAY they just give the trade a cool down or make it where you can use hourglasses on either pack cooldowns or trade cooldowns. These changes would make for the perfect game.","Too greedy for their own but so closeThey’re deff greedy on this one and focused on pooling in the cash, which they’re doing successfully. But if they don’t start adding the cards that are missing which is a MASSIVE amount, just include some new boosters with new cards every month or three ya know? And randomly generated energy is kinda weird, og game technically had it that way, but the RNG used for it seems off. The WORST part is the coin flipping. I know it might take a bit longer but I swear the scales are tipped based off your FIRST flip of any coin. So a rails will lead with more tails and a head will lead with more heads vice versa. Could just let us flip our own coins and only automate it if it’s over two or three coins? Would be better just sayin🤷
But it’s a fantastic quick pick up and play version of Pokémon, and so far has been suitable as long as they keep their promise of adding trading this month &amp; don’t make it where we have to PAY to do it, which I’m sure they’ll implement a system but I PRAY they just give the trade a cool down or make it where you can use hourglasses on either pack cooldowns or trade cooldowns. These changes would make for the perfect game.",Neutral
US,2,2025-01-04,1.0.9,HonestThoughtsOnThis,Attention duelists,"First and foremost, there is no trading in Pokémon Trading Card Game Pocket yet. I’m guessing when it does get added, it will disappoint a lot of people based on how limited the F2P model is. 

This game does a good job of sucking you in at first, but it slows down quickly. 

To be clear, you can slowly build up a collection over time and get most of the cards you want. Your overall luck opening/picking cards will determine what you can battle with while building up your collection, but that luck can vary wildly. 

The game is light on content and has already resorted to repeating its first few ideas. 
It makes me wonder if this game was pushed out early to cover for delays elsewhere in the franchise. They have tons of media they could reference for ideas and they’ve chosen to do only the most basic stuff. 

Battles are a large part of the experience if you aren’t spending money to open packs. The 20 card 2 copy limit offers its own pros and cons. Because of how limited the card pool is, the competitive aspect of the game is limited as well. Most battles are won based on playing two cards. They’re the only two cards that draw more cards, and if one person plays more of them, they’re probably going to win. Luck matters in all card games, but you can really feel it in this one. The game is up front about being casual though, so maybe the high variance is how they hope to achieve that. 

Evolutions require a unique card for each stage. Getting a basic, middle, and final evolution into play in sequence is tough with the limited card pool. Basically, high variance is (almost) everywhere. This will likely get better as more trainer cards and Pokémon with abilities come out. 

Even though battling others in PVP is the majority of the content right now, only the winning player gets a reward of 15 exp (not a lot), meaning if you start losing a game or just get a bad opener it’s reasonable to just concede and try again. There is no penalty for losses. This cheapens the overall experience for both sides. I don’t think they should add a penalty, but both players should be rewarded for completing a battle.

The F2P economy is a bit stingy. Two packs a day is great as a baseline, but the game doesn’t reward you much for actually playing. Daily missions give you additional pack every 3-4 days. If you level up you get a free pack. Packs contain five cards. 

Rarity also isn’t intuitive. Three diamond cards are more rare than most EX cards because EX cards often have alternate arts. This means you have more chances to see Pickachu EX than a Magneton because there are technically three different Pickachu EX cards that could end up in your pack.

Pack Points are the biggest issue for me and why I rate the game so poorly. I would be able to ignore the aggressiveness of the monetization if I was able to craft a few important low-rarity cards I can’t seem to open. 

I would love a way to convert duplicate cards into cards that I need. Five cards per pack with no guaranteed rares (three diamond of above) means you’ll have gaps in your collection unless you have exceptional luck. The majority of packs you open will just be one and two diamond cards.

I was missing a two diamond card despite opening 40+ of the pack it was in. This means I needed to spend a week of pack points to get one uncommon. Each pack opened gives 5 points and two diamond cards cost 70 points, meaning all your free packs for about a week (2/day is 10 pack points a day). I happened to open my third copy a day later, not a great experience as a F2P. I was saving my pack points to get an EX card for my starving family. 

Here’s an example of just how stingy they are with rewards. They gave away a few free packs as part of their holiday event. These packs did not give pack points when opened. They won’t even let players get 15~ free pack points for a yearly holiday event. 

Trading could also fix this, but it isn’t in Pokémon Trading Card Game Pocket yet. I’m guessing trading will be very restricted because they stand to lose way too much money if people can complete their collection through trading. My guess is that each account will get some number of free trades and the rest will cost Pokégold. I just don’t see them letting people trade without ‘taking their cut’. 

Wonder picks are the other side of the economy and it is just engineered FOMO at its worst. Showing you that you ‘picked’ incorrectly on failed attempts is definitely a choice when there are videos showing RNG is decided on packs and picks the instant resources are spent. You can and will get lucky, but the pool of cards is already large enough that finding even the right booster pack is a challenge. This is likely meant to be a catch-up mechanic for newer players and an occasional bonus for others. 

The UI needs work as well, it’s very barebones and not well organized. There are a lot of screens involved in obtaining cards that I wish were skippable. For another example, the best way to give your friends thanks is to go to the community display and scroll to the bottom. Going into the friends list to do the same thing requires 3 taps and some loading for each account manually. Deck building UI/search is also very poorly set up. 

Overall, it’s the most polished version of Pokémon Shop I’ve played, but they really need to fix the reward structure. I think the game has potential, but right now it feels like it’s an undercooked cash cow first and a game second.","Attention duelistsFirst and foremost, there is no trading in Pokémon Trading Card Game Pocket yet. I’m guessing when it does get added, it will disappoint a lot of people based on how limited the F2P model is. 

This game does a good job of sucking you in at first, but it slows down quickly. 

To be clear, you can slowly build up a collection over time and get most of the cards you want. Your overall luck opening/picking cards will determine what you can battle with while building up your collection, but that luck can vary wildly. 

The game is light on content and has already resorted to repeating its first few ideas. 
It makes me wonder if this game was pushed out early to cover for delays elsewhere in the franchise. They have tons of media they could reference for ideas and they’ve chosen to do only the most basic stuff. 

Battles are a large part of the experience if you aren’t spending money to open packs. The 20 card 2 copy limit offers its own pros and cons. Because of how limited the card pool is, the competitive aspect of the game is limited as well. Most battles are won based on playing two cards. They’re the only two cards that draw more cards, and if one person plays more of them, they’re probably going to win. Luck matters in all card games, but you can really feel it in this one. The game is up front about being casual though, so maybe the high variance is how they hope to achieve that. 

Evolutions require a unique card for each stage. Getting a basic, middle, and final evolution into play in sequence is tough with the limited card pool. Basically, high variance is (almost) everywhere. This will likely get better as more trainer cards and Pokémon with abilities come out. 

Even though battling others in PVP is the majority of the content right now, only the winning player gets a reward of 15 exp (not a lot), meaning if you start losing a game or just get a bad opener it’s reasonable to just concede and try again. There is no penalty for losses. This cheapens the overall experience for both sides. I don’t think they should add a penalty, but both players should be rewarded for completing a battle.

The F2P economy is a bit stingy. Two packs a day is great as a baseline, but the game doesn’t reward you much for actually playing. Daily missions give you additional pack every 3-4 days. If you level up you get a free pack. Packs contain five cards. 

Rarity also isn’t intuitive. Three diamond cards are more rare than most EX cards because EX cards often have alternate arts. This means you have more chances to see Pickachu EX than a Magneton because there are technically three different Pickachu EX cards that could end up in your pack.

Pack Points are the biggest issue for me and why I rate the game so poorly. I would be able to ignore the aggressiveness of the monetization if I was able to craft a few important low-rarity cards I can’t seem to open. 

I would love a way to convert duplicate cards into cards that I need. Five cards per pack with no guaranteed rares (three diamond of above) means you’ll have gaps in your collection unless you have exceptional luck. The majority of packs you open will just be one and two diamond cards.

I was missing a two diamond card despite opening 40+ of the pack it was in. This means I needed to spend a week of pack points to get one uncommon. Each pack opened gives 5 points and two diamond cards cost 70 points, meaning all your free packs for about a week (2/day is 10 pack points a day). I happened to open my third copy a day later, not a great experience as a F2P. I was saving my pack points to get an EX card for my starving family. 

Here’s an example of just how stingy they are with rewards. They gave away a few free packs as part of their holiday event. These packs did not give pack points when opened. They won’t even let players get 15~ free pack points for a yearly holiday event. 

Trading could also fix this, but it isn’t in Pokémon Trading Card Game Pocket yet. I’m guessing trading will be very restricted because they stand to lose way too much money if people can complete their collection through trading. My guess is that each account will get some number of free trades and the rest will cost Pokégold. I just don’t see them letting people trade without ‘taking their cut’. 

Wonder picks are the other side of the economy and it is just engineered FOMO at its worst. Showing you that you ‘picked’ incorrectly on failed attempts is definitely a choice when there are videos showing RNG is decided on packs and picks the instant resources are spent. You can and will get lucky, but the pool of cards is already large enough that finding even the right booster pack is a challenge. This is likely meant to be a catch-up mechanic for newer players and an occasional bonus for others. 

The UI needs work as well, it’s very barebones and not well organized. There are a lot of screens involved in obtaining cards that I wish were skippable. For another example, the best way to give your friends thanks is to go to the community display and scroll to the bottom. Going into the friends list to do the same thing requires 3 taps and some loading for each account manually. Deck building UI/search is also very poorly set up. 

Overall, it’s the most polished version of Pokémon Shop I’ve played, but they really need to fix the reward structure. I think the game has potential, but right now it feels like it’s an undercooked cash cow first and a game second.",Neutral
US,3,2025-01-04,1.0.9,Darktoast46,It’s more common getting ex then getting heads,They have to make getting heads more easy because every time I flip it’s always tail when I want to attack,It’s more common getting ex then getting headsThey have to make getting heads more easy because every time I flip it’s always tail when I want to attack,Neutral
US,5,2025-01-04,1.0.9,F.G.Panetti,Pokémon is awesome,"Five stars obviously it’s like the best game ever like oh my gosh like I’ve been playing it for a while and it’s awesome. It’s like it’s like if you don’t get to open packs in real life, you’re getting to do it now so five star is see ya.✌️","Pokémon is awesomeFive stars obviously it’s like the best game ever like oh my gosh like I’ve been playing it for a while and it’s awesome. It’s like it’s like if you don’t get to open packs in real life, you’re getting to do it now so five star is see ya.✌️",Positive
US,1,2025-01-04,1.0.9,PJeon,Lying about probability,Just had the computer play a Misty card and flip 13 heads in a row. Fix odds or at least make it less blatantly obvious that the computer has good odds and the player does not at higher difficulties.,Lying about probabilityJust had the computer play a Misty card and flip 13 heads in a row. Fix odds or at least make it less blatantly obvious that the computer has good odds and the player does not at higher difficulties.,Negative
US,5,2025-01-04,1.0.9,coletrian1201,YOU NEED THIS POKEMON FANS!!,"This game is so cool and fit for beginners and you don&#39;t even need to spend money it&#39;s very begginer friendly, I love the 3-D cards for ex&#39;s ect. The wonder pick feature is greattt and thanks to this app I don&#39;t need to go to stores for Pokemon cards and now they CAN&#39;T get ruined. Overall amazing app if you want to collect  pokèmon this is the app for u.","YOU NEED THIS POKEMON FANS!!This game is so cool and fit for beginners and you don&#39;t even need to spend money it&#39;s very begginer friendly, I love the 3-D cards for ex&#39;s ect. The wonder pick feature is greattt and thanks to this app I don&#39;t need to go to stores for Pokemon cards and now they CAN&#39;T get ruined. Overall amazing app if you want to collect  pokèmon this is the app for u.",Positive
US,5,2025-01-04,1.0.9,bot 101,"Great, addictive experience.","I love this game. It is a refreshing and satisfying experience. If you play Pokémon TCG already, it is a bit like different. However it is a more relaxing experience. It’s also much easier to get the cards you need. Overall, amazing!","Great, addictive experience.I love this game. It is a refreshing and satisfying experience. If you play Pokémon TCG already, it is a bit like different. However it is a more relaxing experience. It’s also much easier to get the cards you need. Overall, amazing!",Positive
US,1,2025-01-04,1.0.9,theifudi,Rigged,"How can you give me a Celebi with 8 flips and only take 50 damage on a mew tew who has all energy on turn 4? Please explain, 6th round I’ve lost in a row to stuff like this. I wanna almost delete the game tbf","RiggedHow can you give me a Celebi with 8 flips and only take 50 damage on a mew tew who has all energy on turn 4? Please explain, 6th round I’ve lost in a row to stuff like this. I wanna almost delete the game tbf",Negative
US,4,2025-01-04,1.0.9,Elore guild master,Fun game but needs a few fixes,I like the art and collecting aspect. A critique I have is the odds on the coin flip needs changed. Seems to go first 90% of the time which is almost always a loss with the only deck I have enough cards to run. Then when I’m doing the event matches my coin flips are about 25% heads if I’m lucky. The other thing is I would up the drop rates in the packs. I’ve opened a lot packs and the only decks I can run are machamp and the new celebrity one.,Fun game but needs a few fixesI like the art and collecting aspect. A critique I have is the odds on the coin flip needs changed. Seems to go first 90% of the time which is almost always a loss with the only deck I have enough cards to run. Then when I’m doing the event matches my coin flips are about 25% heads if I’m lucky. The other thing is I would up the drop rates in the packs. I’ve opened a lot packs and the only decks I can run are machamp and the new celebrity one.,Neutral
US,3,2025-01-04,1.0.9,Tamari Simms,Bots flip heads 95% of the time,"Will first off say that this is a great game and it’s been a joy playing it. And no, this isn’t a review to cry and whine about Celebi or Mewtwo.

Anyways—-the AI you play against in the game if you choose “solo”, flip heads almost every coin flip they get. The point of a random chance mechanic is only novel if it’s actually random; NOT weighted. In comparison my own coin flips are about 40/60 (can’t complain in that department), but it means nothing when the AI has an automatic higher heads-rate. Like it should be a legitimate 50/50 chance; the AI isn’t a “better” coin-flipper cause there’s NO way to be a “better” coin-flipper. HENCE THE PURPOSE OF A TRUE 50/50.

I’ll literally watch the AI coin flip on its edge, sit there for a sec, then use-the-force-Luke its way onto the heads side. Infuriating. What is this, a casino?

In all honesty I’ll probably keep playing, it’s just something that really keeps me from LOVING the game.","Bots flip heads 95% of the timeWill first off say that this is a great game and it’s been a joy playing it. And no, this isn’t a review to cry and whine about Celebi or Mewtwo.

Anyways—-the AI you play against in the game if you choose “solo”, flip heads almost every coin flip they get. The point of a random chance mechanic is only novel if it’s actually random; NOT weighted. In comparison my own coin flips are about 40/60 (can’t complain in that department), but it means nothing when the AI has an automatic higher heads-rate. Like it should be a legitimate 50/50 chance; the AI isn’t a “better” coin-flipper cause there’s NO way to be a “better” coin-flipper. HENCE THE PURPOSE OF A TRUE 50/50.

I’ll literally watch the AI coin flip on its edge, sit there for a sec, then use-the-force-Luke its way onto the heads side. Infuriating. What is this, a casino?

In all honesty I’ll probably keep playing, it’s just something that really keeps me from LOVING the game.",Negative
US,1,2025-01-04,1.0.9,Jesusfromjesus,Stop Changing Energy Cards Automatically,"So annoying to constantly have to change my energy card selection every time I edit my deck even with an irrelevant edit like what coin I use. 

STOP CHANGING THE ENERGY CARD AUTOMATICALLY. THANK YOU","Stop Changing Energy Cards AutomaticallySo annoying to constantly have to change my energy card selection every time I edit my deck even with an irrelevant edit like what coin I use. 

STOP CHANGING THE ENERGY CARD AUTOMATICALLY. THANK YOU",Negative
US,4,2025-01-04,1.0.9,~a nickname~,Great but I feel isolated,"Grew up collecting the cards but never battled. It’s so much fun! The app taught me how to battle and I’m doing really good!

The only downside imo, is I feel very alone. 😔 I understand restricting messages for younger players, but I wish there was a way to be a part of the community more in-game. 

I would love to see what people got from my wonder pick. It shows me when someone thanks me, but not what they got. I would love to see what it was I gave them. Maybe even a “congrats” button.

I also think adding guilds/clans could help with the isolation-feeling. Perhaps guilds/clans could earn points for battles and receive rewards for their guild’s rank. Then of course, guilds can meet on Discord to communicate.","Great but I feel isolatedGrew up collecting the cards but never battled. It’s so much fun! The app taught me how to battle and I’m doing really good!

The only downside imo, is I feel very alone. 😔 I understand restricting messages for younger players, but I wish there was a way to be a part of the community more in-game. 

I would love to see what people got from my wonder pick. It shows me when someone thanks me, but not what they got. I would love to see what it was I gave them. Maybe even a “congrats” button.

I also think adding guilds/clans could help with the isolation-feeling. Perhaps guilds/clans could earn points for battles and receive rewards for their guild’s rank. Then of course, guilds can meet on Discord to communicate.",Positive
US,5,2025-01-04,1.0.9,ITS TIME FOR THE,This is so FUNN,The detail is so good and I just love this game I have liked Pokémon wen I was a kid and I’m happy to see people still enjoying it🩷,This is so FUNNThe detail is so good and I just love this game I have liked Pokémon wen I was a kid and I’m happy to see people still enjoying it🩷,Positive
US,5,2025-01-04,1.0.9,Danny72j,Game,Cool Graphics,GameCool Graphics,Neutral
US,5,2025-01-04,1.0.9,modivation_lmao,Premium,"Love the game! Only thing I think is premium should have a faster pack recharge, maybe 2 packs a day like the basic game but that’s the only minor complaint.","PremiumLove the game! Only thing I think is premium should have a faster pack recharge, maybe 2 packs a day like the basic game but that’s the only minor complaint.",Positive
US,4,2025-01-04,1.0.9,cailic8,great but bad UI,love this game and concept but the UI needs work. it’s so confusing even after playing a long time  and there’s duplicates of things for no reason. still have yet to find where to equip coin skins/playmats etc. what’s the point of the display board card favorites in top left? just a lot of weird things that make it less enjoyable to spend very much time playing,great but bad UIlove this game and concept but the UI needs work. it’s so confusing even after playing a long time  and there’s duplicates of things for no reason. still have yet to find where to equip coin skins/playmats etc. what’s the point of the display board card favorites in top left? just a lot of weird things that make it less enjoyable to spend very much time playing,Negative
US,1,2025-01-04,1.0.9,younow whistleblower,Trash rng,Why cant we get a game with real rng and not forced wins and losses,Trash rngWhy cant we get a game with real rng and not forced wins and losses,Negative
US,5,2025-01-04,1.0.9,Yup4420,Yes,Amazing app. Give them all your data so the app can get even better.,YesAmazing app. Give them all your data so the app can get even better.,Positive
US,3,2025-01-04,1.0.9,Toneious,Coin Flipping,"The current meta is so heavily oriented around coin flipping that I feel like neither player has much real control over who wins. It&#39;s really frustrating when you play an 8 minute game and then the winner comes down to whether you win a coin toss on the last turn. The developers need to add way more decks that rely way less on coin flipping mechanisms if they want to keep their player base. Also, for the amount of money many players spend on the game, there needs to be more progression rewards beyond what&#39;s currently available. Frankly, I feel like a fool for spending money on this game as it currently exists.","Coin FlippingThe current meta is so heavily oriented around coin flipping that I feel like neither player has much real control over who wins. It&#39;s really frustrating when you play an 8 minute game and then the winner comes down to whether you win a coin toss on the last turn. The developers need to add way more decks that rely way less on coin flipping mechanisms if they want to keep their player base. Also, for the amount of money many players spend on the game, there needs to be more progression rewards beyond what&#39;s currently available. Frankly, I feel like a fool for spending money on this game as it currently exists.",Negative
US,5,2025-01-04,1.0.9,Norii🌸,THIS GAME IS AMAZING,"I never knew this game even existed lol but I found it and it is my favorite game it’s so fun, if you like Pokémon then you should definitely download this game.","THIS GAME IS AMAZINGI never knew this game even existed lol but I found it and it is my favorite game it’s so fun, if you like Pokémon then you should definitely download this game.",Positive
US,5,2025-01-04,1.0.9,Shadowgensfan80,Really good,This is an upgrade compared to the other app,Really goodThis is an upgrade compared to the other app,Positive
US,1,2025-01-04,1.0.9,4thebetta,EVERYTHING IS PREDETERMINED,"Everything from the wonder picks to the battles is all PREDETERMINED. If the game doesn’t want you to win a battle, guess what? YOUR NOT GONNA WIN. This game has its ups and down but overall I will not be playing anymore after finding out it’s all predetermined. How do you expect to have a successful game when your ware isn’t even successful? This game is gonna die very soon unless they make a change because right now it’s in a terrible spot. The ONLY enjoyable thing is opening packs and THATS IT.","EVERYTHING IS PREDETERMINEDEverything from the wonder picks to the battles is all PREDETERMINED. If the game doesn’t want you to win a battle, guess what? YOUR NOT GONNA WIN. This game has its ups and down but overall I will not be playing anymore after finding out it’s all predetermined. How do you expect to have a successful game when your ware isn’t even successful? This game is gonna die very soon unless they make a change because right now it’s in a terrible spot. The ONLY enjoyable thing is opening packs and THATS IT.",Negative
US,1,2025-01-04,1.0.9,kayleb.lee.chan,Coin mechanics,Only flip once and then rest is automatic and always tails,Coin mechanicsOnly flip once and then rest is automatic and always tails,Neutral
US,5,2025-01-04,1.0.9,Pokémon collector 53,Love it,Good game for Pokémon collectors,Love itGood game for Pokémon collectors,Positive
US,3,2025-01-04,1.0.9,VelvetRager,Great game but Premium offers little to no value,"At its core is a solid refresh of Pokémon tcg. Battles are strategic and quick. Small decks make each choice impactful and helps you learn the game deeper. Wish you could choose how many wins you needed to customize matches. Larger deck tiers would also be interesting for people who are more advanced. Solo battle challenges would be more interesting if they actually differed from deck to deck.  Premium pass only gives you one extra booster pack every 24 hours. It gives you access to premium challenges… which are just generic things you will be unlocking just by logging in and working on packs. Nothing to actually work toward. RNG is too prominent to make the challenges interesting. The final addition to pre,in, is the premium pass store where you can purchase ugly playmats and display boards for cards. Covers for binders.. These images clash with card art making playing a game with someone who has one of these monstrosities a jarring experience. Game gets stale after a week once you’ve obtained a majority of cards. Opening a booster pack of five cards is sad enough but it gets sadder when it’s all the same. Especially sad when it’s only once a day. The amount this game tapers off is comical. Seasonal events look like they.ll only be as interesting as the card they feature. The battle challenges were all the same as the normal challenges. The boring checklists are at odds with the fun of the game. Battles are fun with other players. The ex cards are a bit obnoxious. A few feel unbalanced (pikachu ex is the worst offender). I hope they add older packs over time. The game feels stale once you’ve played with or against all the current cards. There’s actually not many of them. Many are just repeats or promo of rare cards in different art styles.","Great game but Premium offers little to no valueAt its core is a solid refresh of Pokémon tcg. Battles are strategic and quick. Small decks make each choice impactful and helps you learn the game deeper. Wish you could choose how many wins you needed to customize matches. Larger deck tiers would also be interesting for people who are more advanced. Solo battle challenges would be more interesting if they actually differed from deck to deck.  Premium pass only gives you one extra booster pack every 24 hours. It gives you access to premium challenges… which are just generic things you will be unlocking just by logging in and working on packs. Nothing to actually work toward. RNG is too prominent to make the challenges interesting. The final addition to pre,in, is the premium pass store where you can purchase ugly playmats and display boards for cards. Covers for binders.. These images clash with card art making playing a game with someone who has one of these monstrosities a jarring experience. Game gets stale after a week once you’ve obtained a majority of cards. Opening a booster pack of five cards is sad enough but it gets sadder when it’s all the same. Especially sad when it’s only once a day. The amount this game tapers off is comical. Seasonal events look like they.ll only be as interesting as the card they feature. The battle challenges were all the same as the normal challenges. The boring checklists are at odds with the fun of the game. Battles are fun with other players. The ex cards are a bit obnoxious. A few feel unbalanced (pikachu ex is the worst offender). I hope they add older packs over time. The game feels stale once you’ve played with or against all the current cards. There’s actually not many of them. Many are just repeats or promo of rare cards in different art styles.",Negative
US,1,2025-01-04,1.0.9,Иерофант Викторович,Absent RF,The developer does not know about the existence of the Russian Federation. Learn geography,Absent RFThe developer does not know about the existence of the Russian Federation. Learn geography,Negative
US,5,2025-01-04,1.0.9,This game is a prodigy,Rare,These cards are so random but I’m glad I got an ex,RareThese cards are so random but I’m glad I got an ex,Positive
US,1,2025-01-04,1.0.9,Fixdagamepleaze,NERF CELEBI,I do good unless my opponent has a celebi. Which they can then just endlessly stack energy and drop 300 damage on me 3 times in a row because there is no energy taken away after they attack. Broken,NERF CELEBII do good unless my opponent has a celebi. Which they can then just endlessly stack energy and drop 300 damage on me 3 times in a row because there is no energy taken away after they attack. Broken,Neutral
US,1,2025-01-04,1.0.9,fckubiches,Broken,This game had opportunities to be great but messed up a lot. Too much to write. I’d like a fair chance of getting heads more often cuz of now it’s extremely rare. Also promo a is giving me the same cards over and over and over again. Not even worth opening when it’s the same 3 cards. There’s cards that don’t really work such as mew. I can give examples.,BrokenThis game had opportunities to be great but messed up a lot. Too much to write. I’d like a fair chance of getting heads more often cuz of now it’s extremely rare. Also promo a is giving me the same cards over and over and over again. Not even worth opening when it’s the same 3 cards. There’s cards that don’t really work such as mew. I can give examples.,Negative
US,5,2025-01-04,1.0.9,NavyDocPharmD,Watch out for celebi ex,"Good free game, plus tons of foreigners with Celebi Ex decks will teach you how to survive. Find cool cards with status effects and multipliers and build a team that synergies each other to win battles","Watch out for celebi exGood free game, plus tons of foreigners with Celebi Ex decks will teach you how to survive. Find cool cards with status effects and multipliers and build a team that synergies each other to win battles",Positive
US,5,2025-01-04,1.0.9,Bluechewchea,Fun,Fun to gamble my life  savings to,FunFun to gamble my life  savings to,Neutral
US,5,2025-01-04,1.0.9,EloinaGood,The best game,Good game,The best gameGood game,Positive
US,2,2025-01-04,1.0.9,Iamverydissapoint,It’s good!,"For collecting, The card game itself is pay to win, if you’ve gotta cash for boosters you will always have an edge of a free player.","It’s good!For collecting, The card game itself is pay to win, if you’ve gotta cash for boosters you will always have an edge of a free player.",Positive
US,1,2025-01-04,1.0.9,they keep taking my nickname,"Flip a coin, if tails (you will get tails)",.. I tried to tell you,"Flip a coin, if tails (you will get tails).. I tried to tell you",Neutral
US,2,2025-01-04,1.0.9,skylerm87,Cash grab,This game is a quite obvious cash grab with the literal hundreds of packs that Nintendo has released this game has literally 3 packs the coin flip is useless 6 times I exited a match and never once got first move you have no choice in your deck the game creates it for you I can go on and on nice bot reviews though 4.8 is a joke,Cash grabThis game is a quite obvious cash grab with the literal hundreds of packs that Nintendo has released this game has literally 3 packs the coin flip is useless 6 times I exited a match and never once got first move you have no choice in your deck the game creates it for you I can go on and on nice bot reviews though 4.8 is a joke,Negative
US,3,2025-01-04,1.0.9,Kindron Darkfire,Whose idea was this?!,"If you like opening cards then this game does exactly what it promises. If you’re into that kind of thing. I like TCGs, but the idea of spending money on a computer screen to show a card just doesn’t have the same appeal as actually owning the cards

However, I will say it accurately simulates that feeling of never getting the cards you want but you get like 20 of the cards you don’t care for. They know what they’re doing. They make sure the coolest looking cards are nearly impossible to get. In that regard, it’s exactly like the TCG.

It’s a decent idea, I guess. But if you have enough money to waste on fake virtual cards, then give it to me instead. You’re practically giving it away for nothing anyway.","Whose idea was this?!If you like opening cards then this game does exactly what it promises. If you’re into that kind of thing. I like TCGs, but the idea of spending money on a computer screen to show a card just doesn’t have the same appeal as actually owning the cards

However, I will say it accurately simulates that feeling of never getting the cards you want but you get like 20 of the cards you don’t care for. They know what they’re doing. They make sure the coolest looking cards are nearly impossible to get. In that regard, it’s exactly like the TCG.

It’s a decent idea, I guess. But if you have enough money to waste on fake virtual cards, then give it to me instead. You’re practically giving it away for nothing anyway.",Neutral
US,4,2025-01-04,1.0.9,anthing but adds,Broken character,"Please fix hitmonlee, his attack is not able to have buffs put into it nor is it able to strike the “fighting” weakness of Pokémon. I think this is because of how it isn’t actually a “attack”. Please fix this so I can have my 50 damage toward neutral types etc. plus so I can add a the +10 damage trainer as well. Thank you.","Broken characterPlease fix hitmonlee, his attack is not able to have buffs put into it nor is it able to strike the “fighting” weakness of Pokémon. I think this is because of how it isn’t actually a “attack”. Please fix this so I can have my 50 damage toward neutral types etc. plus so I can add a the +10 damage trainer as well. Thank you.",Neutral
